ppt_69,ppt_85,ppt_101,ppt_117,ppt_133,ppt_149,ppt_165,ppt_181,ppt_197,ppt_213,ppt_229,ppt_245,ppt_261,ppt_277,tmax_69,tmax_85,tmax_101,tmax_117,tmax_133,tmax_149,tmax_165,tmax_181,tmax_197,tmax_213,tmax_229,tmax_245,tmax_261,tmax_277,EVI_69,EVI_85,EVI_101,EVI_117,EVI_133,EVI_149,EVI_165,EVI_181,EVI_197,EVI_213,EVI_229,EVI_245,EVI_261,EVI_277,yield
8.7089468,30.44111712,13.50271875,116.5144034,35.11122501,4.004788573,33.85568532,14.12996896,40.04799675,7.804814833,9.444955836,0.94410819,6.504591337,52.91257617,19.64926091,22.17885013,27.0474882,23.32046462,29.71337743,30.62047952,32.57307406,31.30699752,34.26455762,29.83444489,31.82324501,29.89967168,34.18529559,28.67690944,0.168067788,0.192452335,0.213566325,0.20801376,0.226929082,0.289190968,0.4386946,0.652511886,0.725817727,0.744169945,0.698798609,0.538415321,0.276899237,0.187909375,208.3
13.81107146,25.55918845,9.146171571,105.3525427,29.50098938,11.51157322,27.34305849,17.788045,31.8648569,15.76046755,23.05930315,0.992583216,9.771825314,43.68018892,21.84501184,23.41465982,27.60030715,24.61177207,29.84260287,31.09353591,34.0024966,31.92150115,34.69011548,30.39361523,32.3902995,30.19368742,34.24847954,28.78557519,0.230431492,0.262717613,0.284703259,0.283690729,0.297017484,0.333437749,0.438901159,0.606051791,0.695807379,0.713816358,0.659291037,0.543404393,0.320496411,0.232860594,172.5
10.06765019,34.80527908,14.60681017,129.7945353,36.91037659,3.615353112,37.43672926,11.1889151,31.97461694,8.62229094,16.38213069,0.66989276,7.707783985,60.72245314,20.82925786,22.85594277,27.78193199,23.88953659,30.12827963,31.11465,33.69214091,31.93995949,35.3479884,30.77002141,32.77988098,30.72221611,34.68062039,29.25830918,0.193810366,0.224576663,0.250071638,0.261213928,0.274090439,0.289008687,0.391254362,0.58925089,0.69587678,0.73010503,0.698357918,0.586381386,0.317256771,0.215504302,181.2
8.748486857,51.29921234,20.76581889,48.62500371,42.45993173,8.363980043,41.8773105,31.93025113,87.41778571,2.164958057,18.19319384,3.108345602,2.826562935,94.60090277,15.80312299,20.04277306,24.93645332,21.24706811,29.31782389,28.43133462,31.76446207,30.82613317,30.46182826,28.30183081,28.96420327,26.34935249,33.1306028,27.06100189,0.145225171,0.150648566,0.174966982,0.194644753,0.207794531,0.218475302,0.300902003,0.529176702,0.684595228,0.728838978,0.716591023,0.647164494,0.432329706,0.24381775,204.1
11.39068579,46.81227884,9.62124817,54.27693245,23.78434497,1.684979111,17.55950355,9.769104262,25.68556194,16.13216639,20.20053405,3.428960689,7.272742179,37.99230607,19.16454395,21.1775112,26.86702843,23.04570765,30.54171921,30.09015701,32.57562623,31.8540278,33.29161691,29.52159603,31.09676321,29.06876432,34.14607295,28.66944936,0.149128751,0.166182351,0.188236496,0.1882697,0.203856709,0.257442024,0.403156252,0.596673023,0.706520865,0.740065015,0.713353389,0.610982691,0.337690892,0.18685309,201.1
9.817026913,33.24230128,17.58116851,93.29466848,36.44407112,4.800610861,28.66157369,11.16211179,48.39819582,6.925179264,4.992222745,3.353088832,7.463966174,36.32045805,19.34532544,21.84540535,27.16909611,23.34866394,30.10728222,30.53177547,32.14046786,31.39696404,33.29178237,29.56094022,31.47618306,29.53440878,34.2496381,28.66231126,0.15841052,0.174916269,0.196571262,0.190896152,0.202112188,0.255019935,0.389602223,0.600973717,0.713515708,0.746110167,0.704024148,0.553340351,0.28486133,0.175417379,211.9
12.74057457,30.05629597,16.65597348,113.1557326,27.19998846,12.44241109,42.04795672,12.21676982,44.21129299,5.961096865,4.268989746,1.618177549,5.32446817,38.75797294,18.82241522,22.36679225,26.97855808,23.79885279,29.95826692,30.12892936,31.91995315,31.21222988,33.10160753,29.45805946,31.46511087,29.41152708,34.03934207,28.65093234,0.173801199,0.197026305,0.218038722,0.201762532,0.217404508,0.278179282,0.438170052,0.66823114,0.758874769,0.763448941,0.699338967,0.540248634,0.266918281,0.178683947,206.4
18.36598447,18.17166856,16.32644317,96.74478293,19.64279345,11.33866322,36.49756092,11.36577733,34.56232021,9.277723186,26.36257027,1.853809833,7.30214179,38.95954578,23.51638072,23.42011044,28.02279799,25.10933018,30.11007219,30.68570216,33.84847453,32.03751051,34.99958849,30.48462083,32.73979302,30.35780524,34.08465428,29.64849062,0.290192824,0.329361465,0.334378482,0.293013372,0.296098448,0.337371965,0.426605858,0.597466222,0.680973188,0.705302195,0.63885653,0.52274833,0.308593407,0.227659408,171.4
11.35554041,38.66720736,11.27955714,113.4654236,50.89770556,4.182420625,31.74298092,19.17664091,38.49185499,3.149080293,15.51170699,1.066264797,3.450524203,39.2796109,21.89390177,22.7403702,27.90516599,23.67968269,29.95386235,31.12230661,33.63871992,32.03767323,35.61297151,30.97441467,32.9534251,31.13012339,34.7406854,29.55686027,0.215504773,0.24652326,0.268745754,0.267757144,0.270424391,0.282802665,0.396794669,0.600699778,0.69575891,0.72566794,0.691259065,0.561751626,0.307034626,0.21347108,188.8
11.20044001,41.0477477,9.876433356,110.8857904,43.58603055,6.743016987,34.38086696,18.44277663,37.54730765,4.764257275,26.95446395,2.007327865,2.648725275,31.61351903,22.55759673,22.44472713,27.77521139,23.48182786,29.85927012,30.80540811,33.5300077,32.20164031,35.36877286,30.9502464,32.56549361,30.96328584,34.35662207,29.44937722,0.220332677,0.25219811,0.276435645,0.27000082,0.279098943,0.29394047,0.393353897,0.585467374,0.674300014,0.718338291,0.700150567,0.574704745,0.331568722,0.223564732,170.3
