CowMtotal,YieldMean,DurationMean,AMFsum,F60.120Sum,PMF60sSum,PMF30sSum,MaxSum,TurnMax,Lag,Quartile
36,9.74657638888889,246.3333333333333,89.97768534598464,103.471,123.40449999999998,127.97499999999998,132.57,97.92,1,0
20,12.940575,267.3,61.97845239653788,73.79549999999999,84.756,86.23199999999999,89.1,74.94,1,1
25,13.05514,263.64,77.75422458612618,92.86,103.3425,105.045,108.0,97.92,1,1
30,12.942716666666666,266.1,90.33683675582348,107.20399999999998,118.96099999999998,121.003,124.2,108.96,1,1
32,12.792484375,243.5625,107.61322876560116,133.64350000000002,145.60750000000002,148.581,151.8,128.73000000000002,1,1
36,12.920826388888887,260.6666666666667,110.23685908676528,131.2585,145.1565,147.33900000000003,151.41000000000005,134.7,1,1
20,15.172050000000002,259.35,73.43629375022245,94.296,98.53549999999998,100.324,102.57,95.55,1,2
25,15.4916,265.44,90.51094139038295,115.365,121.64849999999998,123.795,127.53,114.81,1,2
30,15.472341666666669,262.4,110.05277284156486,137.57450000000003,145.19350000000003,147.83500000000004,151.8,137.28,1,2
32,15.290031249999998,259.96875,118.75156400404516,151.675,158.6045,161.872,166.64999999999998,148.89,1,2
36,15.31364583333333,254.0833333333333,134.92257877759053,168.04100000000005,177.446,180.65700000000004,185.13,167.13,1,2
20,20.720375,241.5,105.633137887688,138.26649999999998,142.20550000000003,143.68,147.20999999999998,138.36,1,3
25,20.98706,252.24,129.9588879514514,165.19299999999998,170.619,172.43200000000002,175.89,168.0,1,3
30,19.299100000000003,249.8,143.82460137724553,190.184,198.441,200.896,205.35,186.16000000000005,1,3
32,20.01109375,267.84375,151.25058372284155,202.2575,207.78000000000003,210.223,215.43,203.1,1,3
36,20.35586805555555,271.5833333333333,166.93310186980764,215.11025,225.27075,227.8195,233.58,212.73,1,3
20,8.898499999999999,250.05,42.73883110480954,47.1375,58.74428571428571,60.720000000000006,63.3,52.32,2,0
25,9.488779999999998,257.76,58.08793139754562,66.5565,78.35750000000002,80.78800000000001,83.67,60.18,2,0
30,9.581133333333332,246.2,73.67875330796862,85.98100000000001,102.77,105.341,108.54,68.64,2,0
32,8.859937500000001,227.0625,77.47503726998036,89.48215789473684,106.257,109.887,113.01,80.79,2,0
36,9.239548611111111,245.0,84.90461095602322,93.8125,118.49086363636364,122.686,127.74,71.79,2,0
20,13.079325,258.9,62.34318036032519,76.8105,80.59700000000001,81.86800000000001,83.75999999999998,71.52,2,1
25,12.92912,247.56,81.88474103637829,101.9265,109.527,111.489,115.32,99.6,2,1
30,12.923750000000002,254.2,96.09703082254488,116.209,126.60750000000002,129.03,132.39,102.69,2,1
32,12.8518125,254.25,100.64044455415684,119.8755,132.219,134.628,138.54,98.25,2,1
36,12.800569444444443,260.5,112.0090962335908,132.5695,153.20649999999998,156.25799999999995,161.37,112.92,2,1
20,15.381050000000002,240.15,79.84217697249474,99.787,104.75950000000002,106.217,108.63,97.05,2,2
25,15.326300000000002,268.2,88.12644510990162,110.692,116.762,118.669,121.38,108.03,2,2
30,15.349733333333331,240.8,119.56987712409187,154.46549999999996,162.85950000000005,165.33599999999998,169.11,127.44,2,2
32,15.103359375,257.8125,116.62766648224854,146.67000000000002,153.79199999999997,156.003,160.38,128.49,2,2
36,15.163760912698413,253.66666666666663,131.9434620796405,163.18414285714286,173.8155,176.625,181.44,141.69000000000003,2,2
20,20.106024999999995,278.25,88.61998457297591,116.4515,118.552,119.591,122.4,114.98,2,3
25,19.82608,264.0,117.84158852279914,151.96099999999998,159.85250000000002,161.901,165.51,135.72,2,3
30,20.05856666666667,261.6,143.1399817004762,182.72,192.18400000000003,194.656,198.92999999999995,171.3,2,3
32,19.964078125,252.9375,158.70287310587574,202.4935,213.988,216.94,222.27,182.2,2,3
36,20.241277777777785,262.6666666666667,171.29489468231617,225.0735,231.9645,233.953,239.97000000000003,188.43,2,3
20,9.2969625,210.75,53.90703669731144,66.015,69.81599999999999,71.706,74.76,62.58,3,0
25,9.36551,257.64,56.36141229130297,64.06349999999999,77.6765,80.24600000000001,82.91999999999999,53.85,3,0
30,9.057758333333336,231.1,74.01830367886168,86.16299999999998,99.75750000000002,102.28800000000004,106.62,61.8,3,0
32,9.353328125,226.03125,83.81370116581486,99.9195,112.068,114.573,117.6,60.69,3,0
36,10.010604166666669,245.75,95.91792558022328,115.4535,128.1345,131.4,135.81000000000003,62.49,3,0
20,13.078925000000002,259.5,63.94818475077224,76.90799999999999,84.11099999999999,85.64999999999999,88.17,68.97,3,1
25,12.946699999999998,268.32,74.68844144871656,90.2405,97.62,99.066,102.06,83.61,3,1
30,12.881716666666668,246.1,97.66649753472495,118.39300000000004,129.63750000000002,132.05100000000002,135.48000000000002,94.74,3,1
32,12.94440625,254.25,101.52653523889504,120.28950000000002,131.214,133.206,136.92,80.60999999999999,3,1
36,12.936722222222224,263.25,110.72524872273716,130.56600000000003,145.42199999999997,147.606,151.35,86.67,3,1
20,15.2162,247.65,75.05648684095874,96.8865,100.46550000000002,102.024,105.36,86.64000000000001,3,2
25,15.24424,261.84,91.3752690578568,111.51,120.919,122.39700000000002,125.64,84.42,3,2
30,15.641116666666663,252.2,116.76409433921484,145.8175,156.35049999999998,158.855,163.41,104.73,3,2
32,15.2790625,258.0,118.65110099870763,146.929,153.7665,156.553,160.56,109.68,3,2
36,15.433000000000002,278.0,124.24140483134394,154.93200000000002,167.003,169.57399999999998,173.58,102.27,3,2
20,20.118225,279.15,87.65982170957167,109.373,117.2495,118.318,121.38,101.37,3,3
25,19.90122,260.4,117.9177490942727,155.967,161.882,163.69200000000004,167.67000000000002,133.95,3,3
30,20.06853333333333,273.1,137.71458563634397,177.9085,185.8325,187.9050000000001,192.69,124.64999999999998,3,3
32,20.254140625,253.3125,158.43736953818438,208.834,217.0705,219.689,224.82,138.53,3,3
36,19.18668055555556,278.4166666666667,153.78670582771653,195.0705,206.35049999999995,209.158,215.28,115.89,3,3
20,8.865025000000001,227.55,49.13396813211922,56.346,67.82849999999999,69.903,72.29999999999998,57.36,1,0
25,9.27874,223.2,65.97491087865183,81.34800000000001,89.48400000000001,91.96800000000002,94.5,82.8,1,0
30,8.654633333333333,218.8,71.86890640378417,86.04186842105264,98.64628571428572,101.612,104.52,81.32999999999998,1,0
32,9.618875,244.40625,81.02021903206686,94.1535,108.165,111.048,114.15,89.13,1,0
36,8.892319444444446,231.5,86.35102091441557,103.738,118.85212087912087,123.181,127.65,104.1,1,0
20,12.96825,257.1,64.3594169928241,77.137,84.71950000000002,86.024,87.89999999999998,78.60000000000001,1,1
25,12.98148,267.0,76.68119233723797,92.1915,101.19985714285713,102.873,105.48,95.64,1,1
30,12.91025,251.2,96.29233252009382,118.14600000000002,124.269,126.318,129.96,115.98000000000002,1,1
32,13.138703125,261.375,100.36546110385858,120.627,134.4105,136.875,140.97000000000003,124.26,1,1
36,12.824597222222222,270.0,108.45791341143143,128.976,142.92149999999998,145.32000000000002,149.28,129.89999999999998,1,1
20,15.446437500000002,274.2,70.61542399087473,86.1195,92.59600000000002,94.17,99.75,87.66,1,2
25,15.32848,249.36,95.02781379002984,120.561,126.744,128.589,132.15,119.88,1,2
30,15.439716666666667,253.4,114.2696111093993,141.17499999999998,148.9845,150.942,155.18000000000004,142.17000000000004,1,2
32,15.477171875,252.75,121.41262087412652,154.486,163.2225,165.024,169.2,148.77,1,2
36,15.352875000000004,261.0833333333333,131.46183017831268,167.4015,174.534,177.39000000000004,182.13,164.82,1,2
20,19.7287,256.65,94.27798332002004,118.8735,124.0785,125.283,128.49,121.02,1,3
25,20.5744,270.96,118.2380954489744,151.619,161.78050000000002,163.50799999999998,167.34000000000003,155.48999999999998,1,3
30,20.452458333333333,268.9,140.40708169450335,182.2855,188.0835,190.648,195.6,180.27,1,3
32,19.716187500000004,264.84375,149.0396264715431,189.2835,196.3155,198.274,203.19,189.51,1,3
36,19.72947222222222,261.0833333333333,169.90553568650233,225.4835,230.238,233.35,238.98000000000005,219.41000000000005,1,3
20,9.3636,207.45,54.394056356854165,67.44900000000001,73.98642857142856,75.654,78.42000000000002,66.24,2,0
25,9.01484,232.92,62.57937834115618,77.4445,82.739,84.58,87.48,65.46,2,0
30,8.969124999999998,248.1,68.48210006803188,77.00099999999999,91.45950000000002,93.71399999999998,96.45,74.46,2,0
32,9.3952421875,236.25,79.58316194469438,91.7425,107.1255,110.04,113.07,75.6,2,0
36,9.143125,224.0833333333333,92.99479857139416,110.481,126.86619230769232,131.421,135.69,84.03,2,0
20,13.067775,262.8,62.447448202216535,77.50150000000001,82.5025,83.82,85.92000000000002,71.97,2,1
25,12.78664,257.88,77.10909339164037,93.4005,103.8645,105.567,108.45,86.46,2,1
30,12.971283333333334,258.3,94.18976586489084,116.28900000000002,124.2405,125.88,129.05999999999997,98.67,2,1
32,12.982046874999998,243.1875,107.80892744478663,135.80450000000002,145.62599999999998,148.5,152.51999999999998,116.32,2,1
36,13.029444444444444,260.75,114.78387051155455,136.47799999999998,151.61150000000004,153.382,156.95999999999998,123.63,2,1
20,15.378325,253.05,74.52433366899484,94.8775,99.3955,100.71199999999996,103.32,94.05,2,2
25,15.3751,244.08,97.01137591163508,126.3575,130.72150000000002,132.755,135.84,115.02,2,2
30,15.426625,254.5,113.13690523458015,146.66750000000002,152.12349999999998,154.412,158.73,133.13,2,2
32,15.489515625,247.875,126.28434909601984,159.68400000000003,166.995,169.435,174.6,135.09,2,2
36,15.104458333333334,252.66666666666663,134.4134035579069,171.215,182.8335,185.766,190.92,128.76000000000002,2,2
20,21.31145,262.2,100.22193804010126,128.13949999999997,135.00549999999998,136.58,139.62,125.82,2,3
25,19.8912,272.04,112.7370540288501,146.4125,155.159,157.144,161.28,136.48,2,3
30,19.86318333333333,269.2,134.587378041007,172.5285,179.5295,181.681,186.09,157.38,2,3
32,19.8606875,272.625,143.45287296206652,187.5935,195.492,198.587,203.19,164.70000000000002,2,3
36,20.170513888888888,265.5833333333333,171.26834775187604,228.417,237.657,240.264,246.54,169.04,2,3
20,9.656225,229.2,53.17008405692443,66.162,72.24000000000001,75.18900000000001,78.18,49.38,3,0
25,9.6846,275.88,56.54783229582227,66.945,77.1855,78.909,81.6,62.04,3,0
30,8.7683,221.9,72.42820155090773,87.50450000000001,101.01978571428572,104.34900000000002,108.06,59.580000000000005,3,0
32,9.856015625,265.875,73.37917766715611,78.7425,97.9095,100.2,103.38,66.0,3,0
36,9.218430555555557,206.0,100.48603002341692,122.03457894736844,137.6685,141.57299999999998,145.79999999999995,66.94,3,0
20,13.005775,253.95,64.71868054565516,80.27699999999999,84.753,87.01500000000001,89.49,74.25,3,1
25,13.0362,251.64,80.24880112993516,99.1545,105.366,106.992,109.62,77.91,3,1
30,12.928533333333332,256.3,96.96407747127404,119.1715,129.778,132.044,135.57,84.48,3,1
32,12.7070625,254.34375,99.88088095514492,118.4595,129.84750000000005,131.949,135.14999999999998,84.66,3,1
36,12.902250000000002,261.6666666666667,114.03750885662194,137.74450000000002,153.87699999999998,156.056,160.74,99.42,3,1
20,15.160825000000004,274.95,68.88248158093441,87.04650000000001,92.3945,93.698,96.18,68.28,3,2
25,15.522200000000003,245.88,97.6900694498206,126.6735,130.48799999999997,132.048,135.33,101.19,3,2
30,15.190316666666666,271.4,104.67459457595244,127.7505,136.73700000000002,138.678,143.48,98.4,3,2
32,15.5045625,265.875,114.97388838300596,139.58749999999998,151.0515,153.465,157.95,106.33,3,2
36,15.601611111111112,272.0,127.83651929019868,160.46450000000002,169.3895,172.27499999999998,177.51000000000002,103.91,3,2
20,19.70725,285.15,85.0162437015378,105.1605,113.059,114.14,117.6,95.4,3,3
25,20.19278,248.88,126.4809695082037,161.1625,172.723,174.8045,178.92000000000002,124.91,3,3
30,20.387545,299.3,126.11686179023349,157.85649999999995,163.25359999999995,165.0552,168.95999999999998,125.28,3,3
32,20.6768,267.65625,151.09372949784557,198.3774,207.4305,209.748,215.01,143.73,3,3
36,20.714569444444447,268.8333333333333,172.62881212544994,220.82250000000005,232.014,234.698,240.36,138.9,3,3
20,9.643,229.65,53.20779380090756,66.47550000000001,73.95,75.465,77.58,70.35,1,0
25,9.99276,241.2,64.30684034985666,73.37349999999999,90.07019230769232,92.271,95.1,75.72,1,0
30,9.411133333333334,224.1,77.32504714993206,89.92065789473685,108.0985,111.603,114.72,86.93999999999998,1,0
32,8.921453125,236.625,77.12735835425602,91.84675,105.46092857142858,108.549,111.96,91.38,1,0
36,8.512458333333333,247.66666666666663,77.04486050284345,86.54621052631579,105.51699999999998,108.74,113.46,83.22,1,0
20,12.817950000000002,264.0,60.95189750753151,71.785,79.34,80.47000000000001,83.16,75.17999999999999,1,1
25,13.01886,245.4,83.36069729401191,102.2365,109.946,111.883,114.9,103.59,1,1
30,13.011583333333332,241.5,101.6775653009172,125.884,135.97199999999998,138.333,142.05,122.7,1,1
32,12.7008125,244.40625,104.59560023473718,128.244,136.9695,139.209,142.83,126.54000000000002,1,1
36,12.867486111111113,265.1666666666667,108.45675046363718,130.345,143.69885714285715,146.52799999999996,150.29999999999998,132.45000000000002,1,1
20,14.880637499999995,254.55,70.7487507094481,87.7125,90.5145,92.151,97.56000000000002,88.74000000000001,1,2
25,15.38214,262.68,89.76403545963377,112.7255,119.606,120.885,124.59,114.15,1,2
30,15.25259642857143,249.3,115.60795241296236,145.58264285714287,151.94799999999998,154.341,158.19,140.57999999999998,1,2
32,15.172859375,245.625,124.0561773401534,162.76600000000002,168.63549999999998,171.81,176.1,161.04,1,2
36,15.426972222222222,249.8333333333333,137.38907727686347,169.81650000000002,180.74400000000003,183.99,188.58,163.74,1,2
20,20.267025,282.9,89.59077028363221,114.0625,121.727,123.366,126.51,113.4,1,3
25,20.38332,256.92,121.71415482979104,158.441,165.8915,168.26700000000002,171.87,160.55999999999997,1,3
30,20.66530000000001,270.4,141.3612703935863,187.0845,191.953,194.811,200.52000000000004,184.01,1,3
32,20.186437500000004,266.0625,149.635860443458,195.2435,201.122,203.656,209.37,195.27,1,3
36,19.59480555555556,252.66666666666663,172.67679650752515,230.6685,239.1525,242.417,248.67,222.25,1,3
20,10.2479,266.85,48.49549064773891,52.1985,66.009,67.284,69.66,60.84,2,0
25,9.57604,237.12,63.637400171216434,78.47699999999999,85.9645,88.901,92.22,76.92999999999999,2,0
30,9.00055,225.2,75.1358315953463,92.16299999999998,103.33119230769228,107.529,110.82000000000002,72.65999999999998,2,0
32,8.7242890625,227.53125,79.16665886613454,97.33963157894738,107.6415,111.675,115.26,74.64000000000001,2,0
36,8.99023611111111,239.8333333333333,83.30723861927832,97.66,114.476,118.816,121.86,78.84,2,0
20,12.958425,227.85,69.88359466651544,87.57249999999998,91.3905,92.877,95.22,82.52999999999999,2,1
25,13.010379999999998,260.64,78.80561342125289,93.957,102.618,104.7,107.76,88.94999999999999,2,1
30,13.1241,276.3,87.6585972899533,106.06499999999998,113.394,115.245,117.96,102.54,2,1
32,13.107609375,253.3125,102.1578123380106,124.5305,135.3245,137.359,141.27,110.82999999999998,2,1
36,13.114125,253.75,116.47055833460156,147.79,159.582,162.306,166.91999999999996,110.31,2,1
20,15.186300000000005,260.7,73.75695694837029,92.6625,99.4905,101.019,103.68,88.74,2,2
25,15.47276,251.16,97.14366427299592,129.24800000000002,134.24599999999998,136.33200000000002,140.4,111.73999999999998,2,2
30,15.4747,259.7,111.89280114232665,140.333,147.3675,149.382,153.09,129.81,2,2
32,15.39890625,261.28125,117.92769371345643,147.54350000000002,155.19799999999998,157.599,162.32999999999998,130.05,2,2
36,15.407125,268.3333333333333,130.99649608802852,163.51200000000003,171.2795,173.971,178.29,135.9,2,2
20,20.606775000000003,285.45,90.16310427241976,113.70050000000002,119.498,120.589,123.39,115.56000000000002,2,3
25,20.43136,280.56,112.21432081829124,140.579,145.7365,147.362,152.13,136.59,2,3
30,19.202166666666667,255.5,141.27541438618636,184.9445000000001,188.8825,190.981,196.02,154.10999999999996,2,3
32,19.9280625,251.53125,155.80636012137677,202.928,208.7845,211.204,216.93,169.62,2,3
36,20.246381944444444,255.0833333333333,177.63116419604253,232.211,246.0825,250.316,256.73999999999995,183.81000000000003,2,3
20,9.0793125,210.6,53.733946994056936,64.9335,71.75999999999999,74.06549999999999,76.8,53.940000000000005,3,0
25,8.71826,237.96,56.39570317917525,65.63924999999999,77.551,80.87499999999999,83.46,61.77,3,0
30,9.413783333333331,228.8,75.97542101583625,90.78150000000002,100.0305,102.396,104.88,57.900000000000006,3,0
32,9.6590625,224.25,87.15601935996088,105.0715,117.94500000000002,122.013,125.79,64.80000000000001,3,0
36,9.36986111111111,236.25,90.42169758475266,106.6655,123.227,126.826,131.46000000000004,66.39,3,0
20,12.829275,244.35,65.74173600007904,80.11049999999999,85.8885,87.49199999999999,90.02,69.83999999999999,3,1
25,12.87457,263.4,76.49176426395468,88.196,98.6255,100.605,103.32,82.95,3,1
30,12.89235,266.8,90.50376270762852,110.8155,121.587,123.687,127.32000000000002,72.45,3,1
32,12.891515625,255.1875,101.51303593088126,122.20799999999998,133.4115,135.693,139.59,80.1,3,1
36,12.8615,255.66666666666663,112.32495608968388,138.34199999999998,149.0655,151.74899999999994,155.78999999999996,88.86,3,1
20,15.11885,230.55,81.35173583865937,109.191,112.4385,113.91,116.97,88.25999999999999,3,2
25,15.19084,251.4,93.62982783246682,116.9955,122.5395,124.374,127.92,100.08,3,2
30,15.176083333333334,244.5,117.04557145598726,154.1355,158.40499999999997,161.35800000000003,166.17000000000002,101.34,3,2
32,15.343265625,269.90625,114.59228103011276,138.754,147.002,149.265,152.76,104.64,3,2
36,15.42292757936508,263.0,130.6608903964873,160.1576428571429,169.81149999999997,172.25100000000003,176.43,107.76,3,2
20,20.4227,251.55,99.21799821761654,128.58649999999997,135.20450000000002,136.49900000000002,140.25,117.04,3,3
25,19.92206,268.08,116.19771763561036,151.96849999999998,157.03099999999998,158.67899999999997,162.14999999999998,122.88,3,3
30,19.684925000000003,268.5,138.63549078741306,180.13424999999998,190.26125,192.83849999999995,197.28,130.17000000000002,3,3
32,20.225953125,271.96875,146.97699302264212,190.349,197.483,199.698,204.21,127.89,3,3
36,20.2025,262.25,172.17448226940718,220.88650000000004,231.94700000000003,234.951,241.71,142.0,3,3
20,9.4296,258.0,45.536652681725,51.4905,61.455,62.937000000000005,65.46000000000001,55.98,1,0
25,9.59064,243.36,62.00626659565987,72.89750000000001,92.362,95.742,98.7,74.58,1,0
30,9.897491666666664,228.1,81.72358502587028,98.64400000000002,110.25199999999998,113.08599999999998,116.22,101.1,1,0
32,8.8701796875,225.0,76.65573409373644,89.81463157894737,99.3935,101.114,104.04,91.56,1,0
36,9.557499999999996,240.16666666666663,91.80172867431266,108.4145,124.29078571428572,127.475,131.64,112.19999999999996,1,0
20,12.973825,274.65,59.1551496822084,67.04350000000001,80.4795,81.63,83.73,69.06,1,1
25,12.926799999999998,237.24,83.9869590017334,104.089,109.03449999999998,110.726,113.19,103.71,1,1
30,12.9265,261.2,92.65762878799306,110.55500000000002,119.86049999999996,121.593,124.44,115.38000000000002,1,1
32,13.004390625,263.71875,97.63668097118097,118.2375,125.785,127.84700000000002,131.19,113.85,1,1
36,12.96675,253.25,115.66301238944384,141.1215,150.98100000000002,153.639,157.38000000000002,141.51,1,1
20,15.532975,277.35,69.0273246828158,84.9735,89.912,91.105,93.48,87.12,1,2
25,15.22134,254.64,93.68625710766484,118.12900000000002,122.953,125.667,128.76,120.06,1,2
30,15.261266666666664,238.0,119.1854793984954,150.48499999999996,156.4135,158.735,162.87,148.79999999999998,1,2
32,15.295625,259.96875,117.07569043960191,144.4985,153.72199999999998,156.506,161.1,145.38,1,2
36,15.49392361111111,268.25,127.60634116707112,156.95049999999998,167.0835,169.782,174.45,160.02000000000004,1,2
20,19.56515,270.0,89.55743729263259,113.284,119.2105,120.44599999999998,123.03,116.16,1,3
25,20.134688,285.96,108.26713108615792,134.00400000000002,143.1425,144.54500000000002,148.35,130.79,1,3
30,20.17233333333333,272.1,140.32517143335795,180.4425,190.8275,193.356,198.3,180.83000000000004,1,3
32,20.353959375,268.78125,149.5393154697136,192.2715,205.66600000000005,208.232,213.45,198.43,1,3
36,20.64026388888889,281.6666666666667,164.97630967718663,214.3385,227.463,229.89900000000003,235.95,213.48,1,3
20,9.580175,242.4,51.48801737497313,60.5655,70.80825,71.91499999999999,74.28,62.040000000000006,2,0
25,9.01952,229.32,61.900070763291474,74.7615,86.62099999999998,89.659,92.07,70.08,2,0
30,9.715666666666666,256.8,71.84579461871137,78.042,99.808,102.4575,105.36,84.78,2,0
32,8.8484375,241.6875,74.38277591833159,83.06357894736843,101.611,105.12,109.11,72.55,2,0
36,9.302819444444443,227.75,95.74310425002328,114.0667105263158,129.888,133.731,138.54,89.75999999999999,2,0
20,12.87845,267.75,61.16128651275806,71.2095,79.95449999999998,81.504,83.91000000000001,70.92000000000002,2,1
25,13.005900000000002,235.2,87.00666546474731,103.3695,116.044,117.983,120.72,101.4,2,1
30,13.060983333333333,270.2,89.6209657560645,105.90550000000002,117.111,118.82699999999998,122.1,99.78000000000002,2,1
32,12.90246875,254.53125,101.29956288779832,120.137,134.478,136.59400000000002,139.65,123.27,2,1
36,12.890666666666666,275.0,105.34934283458382,125.89400000000002,140.742,143.505,147.42000000000002,122.46,2,1
20,15.2734,253.5,75.69805321628216,95.57399999999998,100.54200000000002,101.847,104.73,88.68,2,2
25,15.55486,261.96,92.8063365975592,116.82699999999998,122.827,124.637,127.89,110.25,2,2
30,15.381966666666669,253.1,113.8009888523805,145.98000000000002,151.67799999999997,153.766,158.1,128.97,2,2
32,15.390637276785714,260.34375,117.02920080031686,143.44264285714286,152.072,154.131,158.43,125.67,2,2
36,15.230027777777776,253.0833333333333,132.44615275450556,164.5915,172.78599999999997,175.18200000000002,179.88,134.91,2,2
20,20.033725,254.55,95.33568496775683,124.369,127.305,128.92600000000002,131.64,119.61,2,3
25,20.23374,262.8,121.99396164120694,154.06600000000003,158.65449999999998,160.433,164.43,150.96000000000004,2,3
30,20.7177,279.4,136.30330765917344,176.3685,184.4415,186.991,191.04,162.35000000000002,2,3
32,19.665578125,277.59375,139.71595417167805,178.18599999999998,188.349,190.776,195.48,154.62,2,3
36,19.58344444444445,240.41666666666663,182.41567153031025,241.1485,248.196,251.81199999999995,257.73,176.49,2,3
20,9.855725,247.05,51.47526911241281,59.73299999999999,68.9295,71.295,73.2,48.24,3,0
25,9.95058,240.72,68.09002044276687,78.584,90.507,92.406,95.01,46.92,3,0
30,9.653099999999998,230.5,77.92007581215782,93.6735,103.6755,106.26600000000002,109.68,63.21,3,0
32,9.203703125,230.25,81.08271853435242,97.186,113.6895,117.801,121.26,63.66,3,0
36,9.642319444444444,230.66666666666663,95.10344098029178,108.51957894736844,132.249,136.63100000000003,141.96,70.64999999999999,3,0
20,12.97895,259.8,63.45663351087887,76.47,82.62299999999999,83.99100000000001,86.46000000000001,61.74,3,1
25,12.968359999999995,267.84,76.42201950487163,94.9095,102.813,104.625,107.69,83.36999999999999,3,1
30,12.859866666666669,256.0,95.92269409224684,118.0535,126.7335,128.904,133.04999999999998,80.78999999999999,3,1
32,12.864593749999996,252.5625,103.50653662076677,129.4765,137.8875,140.292,143.51999999999998,91.77,3,1
36,13.019680555555556,262.0,113.08948803619252,134.4545,145.9395,148.32000000000002,152.19000000000003,97.26,3,1
20,15.647825,252.15,77.30673784388155,97.156,103.303,104.657,107.43,86.33999999999999,3,2
25,15.46436,237.36,101.62854795948904,132.76200000000003,138.20450000000002,141.112,145.53,92.43,3,2
30,15.272600000000002,269.0,105.88915389850996,135.585,142.13099999999997,144.30599999999998,148.29,108.75,3,2
32,15.425082589285717,251.34375,123.636502468851,162.49164285714284,170.36450000000002,173.925,180.75,117.42,3,2
36,15.285875,246.5833333333333,138.3750689470956,171.196,180.6721666666667,183.459,188.94,94.39,3,2
20,19.434275000000003,261.9,91.40965903644113,120.8495,127.046,128.81199999999998,132.23999999999998,107.06,3,3
25,20.2997,253.08,123.5385055461699,165.3845,168.4595,170.42199999999997,174.69,132.02,3,3
30,20.57148333333333,270.2,142.50433346206643,185.217,191.555,194.083,198.15,137.84,3,3
32,19.859203125,262.21875,149.82101213116613,194.069,202.9675,204.897,209.55,121.88,3,3
36,20.978708333333334,270.4166666666667,175.05413008313465,228.24350000000004,239.16300000000004,242.27,247.47,145.31,3,3
20,9.4425,235.35,50.38038908690871,60.0735,71.46900000000001,73.371,75.48,62.46,1,0
25,9.01052,236.4,61.51185941113142,75.14450000000001,83.8605,86.882,89.79,75.75,1,0
30,9.069333333333336,238.2,70.56089453785702,83.52450000000002,96.72128571428571,99.4035,102.71999999999998,85.89,1,0
32,8.485984375000001,222.28125,77.26488823290416,90.50757894736842,107.98000000000002,112.91,117.0,90.33,1,0
36,9.583805555555552,231.0,94.41882998086626,111.7675,133.2495,138.47500000000002,142.47,112.68000000000002,1,0
20,13.0957,262.35,61.49412347143955,73.5075,81.829,83.0,85.08000000000001,76.80000000000001,1,1
25,12.967,279.6,71.57169163648733,84.9485,92.724,94.272,96.66,88.8,1,1
30,12.840650000000002,264.2,91.5536994376677,111.19,121.425,123.234,126.75,113.7,1,1
32,12.914671875,253.3125,100.80858845075304,120.403,132.2405,134.017,137.64,119.94,1,1
36,12.871305555555557,277.5833333333333,104.17577193002413,120.183,135.1275,137.66400000000002,141.66,122.22,1,1
20,15.3332,264.15,72.37914836096643,90.301,96.6955,97.787,100.38000000000002,91.8,1,2
25,15.401170000000002,238.92,99.134246802437,130.2405,135.82716666666667,138.957,145.62,132.33,1,2
30,15.334316666666668,249.5,112.30938290509356,145.5625,151.44899999999998,153.60600000000002,157.56000000000003,144.54,1,2
32,15.3117265625,263.625,114.35547834604915,143.64049999999995,148.7975,151.215,154.53,141.32999999999998,1,2
36,15.076381944444446,257.5833333333333,130.8839777151302,161.31900000000002,172.2035,174.675,181.59,162.69,1,2
20,20.10161,263.55,96.33662730518614,126.54375,132.57500000000002,134.878,138.32999999999998,127.44,1,3
25,20.001148,265.8,115.64772729751124,148.14925,156.60649999999998,159.114,163.86,154.82999999999998,1,3
30,19.98248333333333,267.5,141.96146948173245,190.142,199.507,201.82049999999995,207.48,187.74000000000004,1,3
32,20.254284375,264.375,152.35545099756587,193.312,200.5536,202.4172,207.12,195.09,1,3
36,20.204697222222222,258.3333333333333,172.17990215242867,230.2829,235.9075,238.608,243.99,227.73,1,3
20,9.54525,257.85,48.99484139725008,54.28457894736842,68.04849999999999,69.663,71.85000000000001,57.9,2,0
25,9.62768,252.48,61.62792823814695,68.942,91.7925,94.63500000000002,97.32,64.77,2,0
30,9.030466666666667,233.1,71.93850846190196,86.6152105263158,97.188,100.824,104.46,77.19,2,0
32,9.6548125,233.90625,83.4296672875385,98.082,111.77119230769232,114.4965,117.54,77.49,2,0
36,9.346430555555555,245.5833333333333,90.85814385155946,107.1445,127.015,131.295,135.48,85.32,2,0
20,13.17425,249.15,67.9682463022381,85.72449999999999,90.7215,92.415,95.36,81.36,2,1
25,12.839599999999995,252.6,80.75861193305384,98.3005,106.258,108.318,111.36,87.36,2,1
30,12.99275,246.8,99.47863222505028,125.3895,133.50250000000003,136.025,139.73999999999998,117.66,2,1
32,12.9098984375,256.875,101.356194040375,123.72,132.8955,135.282,139.07,102.42,2,1
36,12.792111111111112,251.0,114.3788595304743,140.38799999999998,151.6705,154.23200000000003,158.66999999999996,118.26,2,1
20,15.249424999999995,253.35,75.33306094523557,97.09400000000002,100.198,101.898,104.88,97.92,2,2
25,15.39782,264.12,90.61059170794212,110.2515,115.7105,117.252,119.46,106.8,2,2
30,15.109366666666665,257.4,109.13751372005017,133.963,142.99149999999997,145.17299999999997,149.16,118.8,2,2
32,15.398953125,236.90625,132.1909845717109,178.435,183.823,187.317,192.6,138.26999999999998,2,2
